apparatusId;apparatusVersion;apparatusSensorType;apparatusTubeType;temperature;value;hitsNumber;calibrationFunction;startTime;endTime;latitude;longitude;accuracy;altitude;altitudeAccuracy;endLatitude;endLongitude;endAccuracy;endAltitude;endAltitudeAccuracy;deviceUuid;devicePlatform;deviceVersion;deviceModel;reportUuid;manualReporting;organisationReporting;description;measurementHeight;userId;measurementEnvironment;rain;flightNumber;seatNumber;windowSeat;storm;flightId;refinedLatitude;refinedLongitude;refinedAltitude;refinedEndLatitude;refinedEndLongitude;refinedEndAltitude;departureTime;arrivalTime;airportOrigin;airportDestination;aircraftType;firstLatitude;firstLongitude;midLatitude;midLongitude;lastLatitude;lastLongitude;dateAndTimeOfCreation;qualification;qualificationVotesNumber;reliability;atypical
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;29;0.104352301802177;50;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T09:28:27.646Z;2023-06-14T09:31:27.057Z;41.1198003916453;1.2395600136381;7.26719;14;;41.1198381940288;1.23978749849018;5.27683;30;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;6c1ab203-adb2-47ff-9c66-bb6fbf5fd881;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T09:35:12.258Z;groundlevel;0;93;0
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;29;0.120660687334249;55;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T09:21:02.409Z;2023-06-14T09:23:58.791Z;41.1183853034389;1.23998002856258;5.84767;15;;41.1183853034389;1.23998002856258;5.84767;15;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;b3177bcc-9f57-455b-a7d2-3df13c0e7161;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T09:24:07.535Z;groundlevel;0;93;0
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;28;0.101374659309898;50;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T09:10:05.027Z;2023-06-14T09:13:08.419Z;41.1185708657186;1.24209229831698;35;20;;41.1185708657186;1.24209229831698;35;20;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;0900b750-732b-40b9-b894-de0dc254bf6b;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T09:13:18.525Z;groundlevel;0;93;0
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;28;0.101359294824922;50;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T09:01:23.864Z;2023-06-14T09:04:27.277Z;41.119213946204;1.24549614204211;4.74137;23;;41.1192450905602;1.24543061480042;4.22135;35;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;e17188a9-5a54-4e08-b2de-c59bf1ed338e;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T09:04:36.993Z;groundlevel;0;93;0
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;28;0.0923071162023996;53;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T08:54:32.933Z;2023-06-14T08:58:01.416Z;41.1202347837771;1.2463365308952;6.11721;31;;41.1202347837771;1.2463365308952;6.11721;31;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;6ed5ad76-e3c4-414f-82f4-1164eb8104af;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T08:58:17.837Z;groundlevel;0;93;0
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;29;0.113312704081424;50;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T08:46:36.527Z;2023-06-14T08:49:24.937Z;41.1220977874856;1.24795231036958;15.9522;42;;41.1219091946642;1.2477596942347;3.53553;61;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;aa04eed8-42bb-47f8-a8be-9d48b2b59887;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T08:50:17.686Z;groundlevel;0;93;0
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;27;0.0846650878910924;50;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T08:38:25.303Z;2023-06-14T08:41:54.779Z;41.1227141926448;1.24981602653977;7.69269;52;;41.1225157929969;1.24984879978118;10.3217;77;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;0c9dbfad-d18b-470f-982e-08c2726b104a;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T08:42:08.589Z;groundlevel;0;93;0
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;28;0.159698824561719;51;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T08:28:58.777Z;2023-06-14T08:31:09.167Z;41.1228926014538;1.2440882530075;5.02374;43;;41.1228951160249;1.24405757524189;4.4761;45;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;370a7fad-8560-40b2-91f1-009c00baf845;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T08:31:18.983Z;groundlevel;0;93;0
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;29;0.107889409547568;51;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T08:21:29.043Z;2023-06-14T08:24:27.442Z;41.1213186895858;1.24161416664835;15.5851;29;;41.1213684082031;1.24157306035081;4.97259;29;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;ea78035a-0f1f-4966-9008-eb8d5b52e759;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T08:25:31.936Z;groundlevel;0;93;0
9d10a4aa;RiumGM BLE -b;geiger;J305γβ;30;0.107094939646701;51;(0.00000003751 * (cps * 60 - 4) ^ 2 + 0.00965 * (cps * 60 - 4)) * 0.85;2023-06-14T08:10:59.786Z;2023-06-14T08:13:59.198Z;41.1244569160427;1.23778128996607;4.57242;24;;41.1245395196985;1.23774021864053;3.82875;28;;5CCFF600-3C6A-4574-8557-BB8994C24047;iOS;16.5;iPhone13,4;51560599-c6b2-42a8-b7f6-577ee2911b07;0;OpenRadiation app 2.3.4;;1;;city;0;;;;;;;;;;;;;;;;;;;;;;;2023-06-14T08:14:09.253Z;groundlevel;0;93;0
